397.537,55.3669127,10.4313196,-0.100,-0.100,0.03,0.00,0.00,286.42
397.756,55.3669122,10.4313193,-0.120,-0.120,0.22,0.00,0.00,283.55
398.137,55.3669138,10.4313260,-0.120,-0.120,0.00,0.00,0.00,279.88
398.537,55.3669153,10.4313320,-0.120,-0.120,0.19,0.00,0.00,286.72
398.737,55.3669150,10.4313314,-0.120,-0.120,0.02,0.00,0.00,287.59
399.139,55.3669134,10.4313267,-0.120,-0.120,0.13,0.00,0.00,286.38
399.339,55.3669129,10.4313267,-0.120,-0.120,0.16,0.00,0.00,289.43
399.739,55.3669100,10.4313244,-0.120,-0.120,0.06,0.00,0.00,293.99
400.140,55.3669087,10.4313209,-0.120,-0.120,0.08,0.00,0.00,291.58
400.340,55.3669066,10.4313165,-0.120,-0.120,-0.06,0.00,0.00,290.09
400.740,55.3669059,10.4313139,-0.150,-0.150,0.20,0.00,0.00,295.20
400.941,55.3669040,10.4313096,-0.190,-0.190,0.01,0.00,0.00,294.64
401.341,55.3668997,10.4312992,-0.160,-0.160,0.09,0.00,0.00,292.57
401.741,55.3668981,10.4312955,-0.200,-0.200,0.17,0.00,0.00,295.98
401.921,55.3668961,10.4312916,-0.220,-0.220,-0.17,0.00,0.00,299.01
402.342,55.3668933,10.4312844,-0.240,-0.240,0.13,0.00,0.00,295.30
402.542,55.3668913,10.4312786,-0.300,-0.300,0.12,0.00,0.00,300.97
402.942,55.3668898,10.4312740,-0.290,-0.290,-0.10,0.00,0.00,313.99
403.343,55.3668887,10.4312666,-0.330,-0.330,0.15,0.00,0.00,316.79
403.543,55.3668889,10.4312647,-0.350,-0.350,-0.12,0.00,0.00,323.01
403.944,55.3668883,10.4312595,-0.350,-0.350,0.08,0.00,0.00,337.13
404.144,55.3668888,10.4312584,-0.400,-0.400,0.10,0.00,0.00,338.83
404.525,55.3668897,10.4312510,-0.400,-0.400,-0.14,0.00,0.00,339.36
404.945,55.3668886,10.4312375,-0.410,-0.410,0.27,0.00,0.00,346.35
405.144,55.3668883,10.4312358,-0.420,-0.420,-0.08,0.00,0.00,345.59
405.545,55.3668873,10.4312264,-0.380,-0.380,0.09,0.00,0.00,338.31
405.745,55.3668870,10.4312221,-0.370,-0.370,0.17,0.00,0.00,342.25
406.145,55.3668852,10.4312085,-0.360,-0.360,-0.20,0.00,0.00,347.44
406.546,55.3668832,10.4311927,-0.350,-0.350,0.15,0.00,0.00,344.49
406.746,55.3668822,10.4311839,-0.370,-0.370,0.08,0.00,0.00,349.51
407.127,55.3668806,10.4311683,-0.350,-0.350,-0.18,0.00,0.00,353.19
407.347,55.3668794,10.4311587,-0.380,-0.380,0.28,0.00,0.00,347.13
407.727,55.3668776,10.4311420,-0.360,-0.360,-0.01,0.00,0.00,344.10
408.127,55.3668765,10.4311263,-0.330,-0.330,-0.04,0.00,0.00,349.96
408.327,55.3668761,10.4311201,-0.350,-0.350,0.21,0.00,0.00,345.91
408.747,55.3668745,10.4311063,-0.320,-0.320,-0.12,0.00,0.00,345.06
408.928,55.3668734,10.4310990,-0.290,-0.290,0.06,0.00,0.00,351.25
409.329,55.3668724,10.4310896,-0.330,-0.330,0.14,0.00,0.00,348.76
409.729,55.3668716,10.4310818,-0.320,-0.320,-0.10,0.00,0.00,344.69
409.929,55.3668711,10.4310776,-0.300,-0.300,0.15,0.00,0.00,350.95
410.329,55.3668685,10.4310651,-0.350,-0.350,0.14,0.00,0.00,348.64
410.529,55.3668673,10.4310587,-0.310,-0.310,-0.10,0.00,0.00,343.20
410.930,55.3668647,10.4310374,-0.300,-0.300,0.29,0.00,0.00,347.99
411.330,55.3668627,10.4310212,-0.320,-0.320,0.02,0.00,0.00,348.78
411.550,55.3668618,10.4310138,-0.260,-0.260,-0.06,0.00,0.00,343.64
411.930,55.3668575,10.4309937,-0.240,-0.240,0.30,0.00,0.00,348.16
412.131,55.3668562,10.4309866,-0.220,-0.220,-0.09,0.00,0.00,350.10
412.531,55.3668548,10.4309750,-0.170,-0.170,0.08,0.00,0.00,344.76
412.932,55.3668545,10.4309654,-0.160,-0.160,0.20,0.00,0.00,347.97
413.132,55.3668537,10.4309585,-0.140,-0.140,-0.16,0.00,0.00,351.75
413.532,55.3668532,10.4309463,-0.130,-0.130,0.26,0.00,0.00,348.32
413.732,55.3668532,10.4309425,-0.140,-0.140,0.07,0.00,0.00,352.22
414.133,55.3668518,10.4309304,-0.100,-0.100,-0.05,0.00,0.00,358.53
414.533,55.3668502,10.4309152,-0.120,-0.120,0.20,0.00,0.00,351.24
414.734,55.3668499,10.4309110,-0.120,-0.120,-0.05,0.00,0.00,343.90
415.134,55.3668494,10.4309031,-0.100,-0.100,0.10,0.00,0.00,348.01
415.334,55.3668488,10.4308972,-0.130,-0.130,0.12,0.00,0.00,343.93
415.735,55.3668472,10.4308834,-0.110,-0.110,-0.05,0.00,0.00,337.48
416.136,55.3668461,10.4308741,-0.120,-0.120,0.30,0.00,0.00,344.55
416.336,55.3668448,10.4308665,-0.160,-0.160,-0.07,0.00,0.00,347.47
416.738,55.3668432,10.4308533,-0.140,-0.140,0.06,0.00,0.00,340.82
416.937,55.3668422,10.4308487,-0.150,-0.150,0.21,0.00,0.00,342.84
417.337,55.3668404,10.4308415,-0.140,-0.140,-0.14,0.00,0.00,344.96
417.737,55.3668393,10.4308367,-0.110,-0.110,0.24,0.00,0.00,340.71
417.938,55.3668390,10.4308366,-0.120,-0.120,0.10,0.00,0.00,341.48
418.340,55.3668377,10.4308357,-0.070,-0.070,-0.07,0.00,0.00,347.87
418.540,55.3668377,10.4308363,-0.090,-0.090,0.21,0.00,0.00,345.00
418.940,55.3668362,10.4308347,-0.070,-0.070,-0.04,0.00,0.00,341.78
419.340,55.3668346,10.4308307,0.000,0.000,0.15,0.00,0.00,347.98
419.540,55.3668340,10.4308287,0.000,0.000,0.18,0.00,0.00,344.75
419.940,55.3668331,10.4308278,0.080,0.080,-0.06,0.00,0.00,339.33
420.120,55.3668332,10.4308263,0.150,0.150,0.30,0.00,0.00,346.21
420.540,55.3668341,10.4308231,0.190,0.190,-0.01,0.00,0.00,354.78
420.940,55.3668353,10.4308178,0.230,0.230,0.05,0.00,0.00,351.47
421.140,55.3668354,10.4308159,0.240,0.240,0.26,0.00,0.00,354.49
421.540,55.3668365,10.4308130,0.240,0.240,-0.15,0.00,0.00,354.84
421.921,55.3668373,10.4308091,0.240,0.240,0.13,0.00,0.00,350.25
422.141,55.3668374,10.4308066,0.200,0.200,0.16,0.00,0.00,355.32
422.541,55.3668394,10.4308054,0.230,0.230,-0.15,0.00,0.00,358.15
422.722,55.3668396,10.4308037,0.220,0.220,0.29,0.00,0.00,349.60
423.121,55.3668397,10.4307998,0.210,0.210,-0.04,0.00,0.00,345.04
423.341,55.3668401,10.4307979,0.250,0.250,0.02,0.00,0.00,349.95
423.742,55.3668410,10.4307930,0.220,0.220,0.21,0.00,0.00,344.14
424.124,55.3668417,10.4307880,0.220,0.220,-0.14,0.00,0.00,338.59
424.324,55.3668407,10.4307825,0.250,0.250,0.06,0.00,0.00,346.17
424.724,55.3668407,10.4307751,0.210,0.210,0.13,0.00,0.00,345.87
425.124,55.3668417,10.4307696,0.210,0.210,-0.17,0.00,0.00,341.38
425.324,55.3668422,10.4307674,0.220,0.220,0.15,0.00,0.00,348.06
425.745,55.3668434,10.4307619,0.210,0.210,0.09,0.00,0.00,346.39
425.944,55.3668453,10.4307628,0.270,0.270,-0.15,0.00,0.00,339.75
426.325,55.3668455,10.4307577,0.320,0.320,0.28,0.00,0.00,345.96
426.525,55.3668452,10.4307535,0.300,0.300,0.03,0.00,0.00,345.60
426.944,55.3668443,10.4307446,0.310,0.310,-0.12,0.00,0.00,339.38
427.325,55.3668444,10.4307376,0.260,0.260,0.33,0.00,0.00,343.21
427.545,55.3668442,10.4307333,0.160,0.160,-0.15,0.00,0.00,346.96
427.926,55.3668441,10.4307260,0.120,0.120,0.01,0.00,0.00,341.54
428.126,55.3668438,10.4307223,0.050,0.050,0.23,0.00,0.00,344.43
